"unique_ID","boot","S","sPIE","s_N","Nind","biomass","shrimp_bio","flounder_bio","tempS","tempB","salS","salB"
"1973 _ a","15",51,3.06484515446305,43.212224461735,1835,68.45,0.694,2.661,24.12,23.66,32.38,33.22
"1972 _ a","15",55,2.85996631026307,32.2424322863056,11489,721.708,6.726,7.914,22.5,22.56,30.98,33.36
"2670 _ a","15",53,1.83095453265817,26.6387737679091,9840,276.405,0.789,0.663,24.36,24.34,35.96,35.96
"2721 _ a","15",55,2.97652521922559,27.1788084220498,16327,664.624,5.747,1.535,26.98,26.62,36.38,36.36
"2569 _ a","15",64,4.55222933305757,31.4569175521032,17459,1103.25,1.59,0.497,24.12,24.08,35.68,35.72
"2519 _ a","15",62,6.5116828917195,33.7661983072767,13643,866.19,8.763,1.865,24.58,24.42,35.48,35.5
"1826 _ a","15",48,2.35382344756019,32.0989283345102,11216,454.4,24.527,2.658,24.58,24.6,32.92,33.58
"1777 _ b","15",59,9.80719975698151,44.8546550727405,4199,506.329,13.297,2.475,23.518,22.224,33.5814,33.9704
"1586 _ b","15",48,7.12227644511651,50.8126574056843,789,601.963,0.293,2.255,21.936,21.832,34.5442,34.6312
"1534 _ b","15",55,4.81527077163969,30.828802311042,17140,1096.446,2.676,4.441,24.842,24.352,34.8212,35.1102
"1532 _ b","15",46,6.65771118480336,30.6198657224356,3833,258.711,0.087,0.504,25.14,24.064,34.4006,34.7142
"1582 _ b","15",59,6.48312675794125,38.5718863202858,4881,698.569,0.062,2.752,24.834,23.952,35.2394,35.3258
"1630 _ b","15",54,5.02760380492837,34.7434234645046,5451,461.112,0.032,2.095,22.888,21.298,34.4136,34.7268
"1680 _ b","15",55,4.41542855910347,33.4268074769665,9273,665.831,1.026,1.074,25.128,24.07,35.128,35.3918
"1778 _ b","15",53,8.93742501651322,44.512526055344,1995,234.715,13.4,1.575,21.09,20.67,33.6358,33.913
"1730 _ b","15",44,10.5999097880018,57.9861459168106,376,151.116,0.01,1.94,22.646,22.33,34.1826,34.8086
"1826 _ b","15",50,6.89224811822232,41.6520944969091,2467,308.877,4.965,2.777,21.082,20.844,33.2216,33.8624
"1875 _ b","15",46,5.51308754215027,41.2826642572289,1333,210.143,0.176,2.366,23.876,23.424,33.845,34.0448
"1924 _ b","15",52,8.26958915229433,42.3237480700375,2406,174.882,2.164,1.349,25.3,25.276,34.3832,34.6878
"1923 _ b","15",58,5.9449059800899,43.4308002753598,2660,121.414,15.142,4.571,23.452,23.298,33.2012,33.2324
"1973 _ b","15",44,6.4604930977064,44.9124678616164,850,91.726,0.529,1.042,21.418,21.196,32.9428,33.1206
"1972 _ b","15",58,8.29716311494263,51.9238376680638,1447,94.397,6.706,3,22.444,21.998,31.626,33.475
"2022 _ b","15",56,4.87952917847954,39.9052867932936,3781,385.105,0.13,0.275,22.646,22.18,31.5226,33.3186
"2021 _ b","15",51,7.52845982314968,40.0649315915111,2210,125.361,9.11,0.063,25.886,25.596,33.4352,34.2442
"1536 _ b","15",63,4.74685300226143,33.7468877174153,9516,896.869,0.729,2.382,20.856,20.39,34.8926,35.4098
"1486 _ b","15",46,4.1619145793318,22.0037856265451,19185,1530.514,5.264,1.343,20.234,19.518,34.1532,34.7934
"2219 _ b","15",49,6.70125010793334,42.3395966622977,1672,76.931,4.098,0.275,23.61,23.372,31.6482,32.6468
"2269 _ b","15",45,9.12477558348295,45.7674756182778,856,97.955,2.546,0.577,26.248,25.908,33.1714,34.4982
"2319 _ b","15",43,9.02661512626343,41.3982053157078,1068,46.083,3.587,0.167,26.512,25.832,33.761,34.6984
"2318 _ b","15",45,6.57906700805194,29.8177948877523,6400,234.35,15.134,0.155,25.068,24.758,32.4746,34.0326
"2771 _ b","15",47,4.65815362433656,28.1080060992354,7919,750.575,0,0,25.232,23.7,34.8078,34.8436
"2721 _ b","15",54,9.24616498714862,49.5559796222313,1347,147.383,0.217,0.832,25.588,25.128,34.36,34.5262
"2670 _ b","15",50,2.89774459464088,35.4917227517195,3317,579.489,0.308,0,25.022,23.98,34.8918,35.081
"2620 _ b","15",55,2.34724224951013,32.6694077379273,8158,441.576,0.258,2.104,25.464,24.87,35.154,35.6296
"2569 _ b","15",51,5.41467091650032,33.9353202270959,6209,216.112,2.459,1.294,24.024,23.758,33.7532,34.043
"2519 _ b","15",62,4.48081104496106,35.6511378970922,18222,945.05,4.854,4.567,23.912,23.27,33.851,34.247
"2419 _ b","15",56,8.18326711896952,37.4581596454457,5481,410.07,9.88,0.819,25.574,24.89,33.9664,34.4922
"2169 _ b","15",48,9.75122237309314,38.5233021885061,3030,307.59,14.539,1.242,25.826,24.83,28.8068,33.4918
"2170 _ b","15",41,11.2144243459359,45.7556933358006,538,116.557,0.465,0.61,22.922,22.542,31.4756,33.3986
"2120 _ b","15",35,10.0250531050856,38.9840409432065,567,46.885,0,0.184,22.708,22.348,31.7296,32.4522
"1246 _ b","15",56,6.06857093595372,35.9342502928386,9785,908.331,17.225,6.394,21.568,21.654,34.2248,34.6282
"1340 _ b","15",55,5.48399325366613,31.4304180384716,17499,992.07,21.886,4.49,25.768,24.678,35.7252,35.9248
"1294 _ b","15",66,7.41905875480059,42.4562748463712,9266,956.166,15.224,6.644,20.574,19.676,33.0956,34.1384
"1777 _ c","15",52,6.12944680385486,40.4711889830117,4208,222.461,22.615,0.857,26.924,26.674,32.4624,33.386
"1778 _ c","15",49,9.88319236451807,41.7161905341136,1960,139.827,5.172,0.662,23.046,22.868,33.053,33.2696
"1536 _ c","15",51,3.46120825350232,29.8591833909294,8060,635.195,0.191,0.36,21.144,20.884,34.5914,34.8546
"1586 _ c","15",NA,9.97799180552425,38.4325741512708,1811,89.595,0.706,0.54,23.8075,20.6266666666667,34.389,34.9453333333333
"1534 _ c","15",62,5.79614221253469,35.7065939186478,9956,473.679,12.485,1.442,22.104,21.886,32.6728,33.5684
"1532 _ c","15",52,5.67244248893045,39.1050431242814,5410,840.826,7.148,1.684,21.852,21.166,33.6364,33.7962
"1582 _ c","15",56,8.41521900668768,44.020718283403,3546,398.046,3.187,1.16,23.394,22.492,33.9492,34.0718
"1630 _ c","15",44,5.92751297193699,38.9342031906589,1745,222.705,0.126,0.101,21.194,20.974,34.177,34.2328
"1680 _ c","15",53,9.90252272727273,53.1056295053718,934,181.412,20.219,0.681,22.766,21.634,33.5888,33.9034
"1730 _ c","15",38,3.65355036616189,40.0902568001745,823,133.617,6.603,0,23.256,22.89,33.7488,34.0468
"1486 _ c","15",65,7.18393463925009,32.6462687190701,10229,655.605,28.023,2.24,19.838,19.38,34.2974,34.8472
"1340 _ c","15",50,4.91109032227227,31.9192713252313,7463,359.965,25.622,2.276,25.766,24.854,34.8646,35.0848
"1246 _ c","15",65,9.45740588099097,41.2960721529692,7146,402.838,2.519,3.057,22.226,22.45,32.896,34.7156
"1294 _ c","15",62,7.6037372645145,34.8252982167021,11499,1056.894,6.324,4.068,19.432,19.358,31.9352,33.2714
"2022 _ c","15",37,7.31313271390931,38.0613654006578,796,69.587,0.098,0.043,23.666,23.316,32.0152,33.0162
"2021 _ c","15",45,4.99137361302157,29.0591939832114,5136,135.102,26.552,0.295,24.776,24.046,31.9082,33.2352
"2120 _ c","15",37,8.15861143076333,43.9286817883447,413,31.626,1.275,0,23.248,22.656,32.129,32.6406
"2419 _ c","15",56,2.64787056038449,27.2298523005787,26841,1735.469,12.658,0.6,24.928,24.71,32.9784,34.3946
"2519 _ c","15",61,6.02233029352202,35.2200579570491,12217,711.122,19.61,1.678,24.186,23.918,33.9494,34.2196
"2569 _ c","15",59,6.65074309978769,36.7852810978917,6265,312.869,36.875,0.448,26.404,26.028,34.5712,34.7412
"2771 _ c","15",59,9.07908214234229,42.9173354053233,2680,260.795,3.297,0.535,22.968,22.8,34.314,34.7292
"2721 _ c","15",52,7.82835701313962,44.023390266503,1876,446.8,1.439,0.362,24.472,23.912,34.5978,35.0388
"2670 _ c","15",63,8.85532796173582,42.9717235750164,7927,585.258,2.328,1.1,25.212,24.528,35.5982,35.7714
"2169 _ c","15",40,5.10661276607313,29.4650687201177,3678,148.954,1.545,0.327,24.08,24.064,31.8824,33.024
"2170 _ c","15",36,8.01788454727895,33.9282659826584,1166,63.111,0.105,1.603,24.426,24.102,31.4124,32.771
"2219 _ c","15",33,2.7428608553287,24.5308399706261,2517,70.526,0.217,0,24.44,24.028,33.665,33.7334
"2269 _ c","15",51,3.97317986621329,33.2731372886602,6274,360.236,0.404,0.994,23.352,23.358,33.4644,33.6482
"2319 _ c","15",29,4.31113589759825,26.1182915880784,1331,81.777,5.02,0,25.75,25.46,34.295,34.6756
"2318 _ c","15",52,11.4993367195546,35.3598122643988,4592,183.744,12.253,1.265,26.66,26.116,34.0032,34.3418
"1972 _ c","15",47,4.85471832028597,35.7509655253869,2875,171.271,3.572,1.039,23.062,22.774,31.699,32.7754
"1973 _ c","15",33,4.05287030906337,28.388345452869,1460,44.788,2.921,0.353,25.856,25.594,33.0842,33.4976
"1923 _ c","15",44,3.4646153710956,32.3509134530269,3323,120.644,6.782,0.462,24.934,24.748,32.844,33.241
"1924 _ c","15",40,8.18299259646673,31.2430582671946,3643,719.7,6.028,0.235,24.988,24.92,33.2978,33.5042
"1875 _ c","15",51,3.54515858789738,37.0475671967459,4593,237.109,27.49,0.689,21.978,21.792,32.3696,32.7308
"1826 _ c","15",44,6.43707685958709,33.5729603634916,2843,179.58,6.74,0.089,26.382,26.01,33.4426,33.8042
"2620 _ c","15",45,4.50897562393398,32.8913549393994,3258,404.862,0.684,0.123,25.462,24.728,35.7284,35.7306
"1777 _ d","15",57,9.86401780530901,41.6188272643798,3532,215.834,14.78,0.135,23.946,23.334,31.9614,32.8926
"1680 _ d","15",47,2.99218768917303,32.7434299094944,5514,209.298,0.153,0.903,20.122,19.828,33.7924,34.078
"1630 _ d","15",53,7.12577686915887,33.7271980341895,4940,253.677,6.669,0,24.784,24.172,34.3182,34.3852
"1586 _ d","15",41,6.39689369999327,39.5956693015659,1069,178.219,0.178,1.234,24.254,23.568,33.6652,34.1298
"1536 _ d","15",49,4.9610601298123,30.7395716240999,6447,483.551,1.091,1.016,21.518,21.59,34.548,34.779
"1486 _ d","15",48,5.48934816630133,26.7572474563991,16654,1312.149,5.79,1.345,22.658,22.178,34.4348,34.6238
"1534 _ d","15",49,3.65747294449887,35.7244089431326,8336,613.893,2.3,1.32,20.964,20.36,34.101,34.3382
"1532 _ d","15",58,3.86172778170896,36.889871567127,9856,586.305,14.832,0.811,21.752,21.842,32.3772,33.4958
"2319 _ d","15",43,5.22896520223016,29.8213857238592,3431,83.808,3.406,0,25.798,24.9,34.685,34.799
"2771 _ d","15",56,6.72345289593344,41.3219750986004,2833,340.619,0,0.685,24.546,24.414,35.2584,35.3736
"2721 _ d","15",51,8.59034503401637,40.5509355314191,2603,139.278,0.136,0.153,25.55,24.762,36.4696,36.29
"2670 _ d","15",50,2.5085563067723,31.9580633445059,4248,242.94,2.38,0.455,24.03,23.658,35.0914,35.1816
"2620 _ d","15",51,3.91194159066917,35.1914670097107,4872,139.426,1.323,0,25.21,24.734,34.4134,34.5306
"2569 _ d","15",45,5.79696194609597,39.9908518736082,1306,118.349,0.09,0,24.598,24.59,34.359,34.3928
"2519 _ d","15",52,10.5941134242642,38.6269133860884,3784,312.439,14.694,1.068,22.904,22.252,33.759,34.6826
"1875 _ d","15",51,7.76811388493436,35.8895426000358,4691,82.48,37.992,2.086,21.908,21.686,32.9584,33.3426
"1826 _ d","15",43,7.60994998389758,33.3269087300731,3044,144.154,15.163,0,19.91,19.568,32.9606,33.6772
"2022 _ d","15",54,8.50958824967225,40.1816178757902,3390,195.476,15.725,0.957,24.012,24.092,32.0522,32.6242
"2021 _ d","15",54,13.8287108842695,46.6252597101735,2363,93.706,48.042,0.193,23.526,23.34,32.0366,32.8136
"2120 _ d","15",40,2.10892799674791,31.7710473575186,2058,105.005,1.952,0.308,24.808,24.404,34.08,34.1312
"2170 _ d","15",44,8.24648735828472,40.2857641374622,1319,158.197,23.776,0.07,22.29,21.934,32.097,32.3806
"2169 _ d","15",49,10.5768773153782,42.1731158598275,2167,808.357,12.591,1.88,25.76,25.028,32.725,33.948
"1973 _ d","15",46,2.8619165624114,30.0261848379311,5050,122.445,2.538,1.426,23.258,23.194,33.5016,33.5936
"1923 _ d","15",50,8.50226825598889,39.3414334104327,2711,83.304,27.904,0.507,23.852,23.516,32.189,32.3712
"1924 _ d","15",41,8.89877359011994,34.1615982283882,2408,99.708,5.192,1.106,20.078,19.81,32.6656,32.9282
"1582 _ d","15",59,7.13528418042088,45.7775164306614,3086,465.258,19.484,2.139,23.93,23.528,33.3676,34.3824
"1246 _ d","15",66,8.03159452067054,34.6159184539667,10983,656.209,13.47,2.548,23.148,22.91,32.3506,34.0352
"1294 _ d","15",53,6.05243870812321,33.961480980914,6277,361.048,0.729,2.677,25.05,24.064,35.0942,35.3908
"1340 _ d","15",58,8.8398014371507,42.2346122748204,7137,243.607,31.911,5.339,21.566,21.4,33.9562,34.239
"1730 _ d","15",41,5.59786473516405,32.4492188855228,2181,204.035,1.77,0.24,23.346,23.136,33.9778,34.7582
"1778 _ d","15",44,4.05432865034704,30.6400860272495,3888,139.552,0.862,0.432,24.816,24.374,34.366,34.5544
"2318 _ d","15",47,5.05155328677993,28.1124818565734,7047,199.363,16.07,0.579,23.57,22.748,33.197,33.5316
"2269 _ d","15",52,7.92283950617284,47.833424784641,1360,124.949,2.088,0.481,25.942,25.338,34.3984,34.4372
"2219 _ d","15",54,10.3738618044972,40.1228065040194,3364,129.466,14.748,1.401,24.74,23.674,33.3718,33.828
"2419 _ d","15",48,3.81374531671928,26.6822971798449,23458,2194.864,33.902,0,23.916,23.472,34.0556,34.317
"1972 _ d","15",49,10.4599875868421,43.6287789101484,1771,310.596,15.86,0.791,22.316,22.27,32.9844,33.511
"1875 _ e","15",NA,8.85676744917837,33.4922548030003,4704,160.531,7.963,1.841,21.7325,21.77,32.7805,33.92
"1923 _ e","15",NA,3.75327356413763,31.7934860401384,7510,256.99,17.759,3.566,21.82,21.78,34.2033333333333,34.212
"1973 _ e","15",34,1.84781982917532,28.0413615658381,1845,89.63,0.16,0.708,26.624,26.104,34.5236,35.0716
"1972 _ e","15",49,11.0007574788742,44.2767282407525,1496,153.364,0.122,1.575,24.134,24.054,34.1856,34.533
"2022 _ e","15",NA,3.70174114545687,35.0062021416071,1446,263.5,0.05,0.276,24.5075,24.0125,32.84125,33.811
"2419 _ e","15",53,3.05206313816467,25.0205796908209,45252,4244.81,14.624,0.611,23.322,22.944,34.8894,35.1424
"2519 _ e","15",47,3.64870019554489,34.050173901695,5939,423.958,46.671,0.18,24.932,24.454,34.5784,34.9864
"2569 _ e","15",46,5.9766341120756,31.2929703390825,7493,232.93,9.007,0.584,23.86,22.322,34.5102,34.7472
"2620 _ e","15",48,5.89598683839336,31.5984759709086,3798,184.185,1.687,0,25.746,25.398,35.5974,35.7334
"2169 _ e","15",50,9.2689741735678,43.2247826948663,1649,179.359,14.635,0,22.3,22.086,33.5666,34.163
"2170 _ e","15",45,3.8374076817743,34.5571876661892,2865,167.959,4.451,0.076,24.926,23.864,31.8538,34.6104
"2120 _ e","15",43,6.7402549753916,37.1381642038165,2020,149.728,0.918,0.433,27.784,26.588,33.3712,34.4738
"1826 _ e","15",48,1.59037207943822,22.5357843066863,16004,564.182,16.416,1.143,19.28,19.254,33.1462,34.0414
"2670 _ e","15",42,5.11754409586644,32.1587012281092,4752,426.037,2.606,0,24.612,24.03,35.7488,35.7808
"2721 _ e","15",47,2.05260233241529,30.5737101161658,6097,238.529,0.873,0,24.044,23.2,35.473,35.4938
"2771 _ e","15",43,1.26851935488688,22.3150518187679,8130,166.81,0.493,0,23.502,23.088,35.31,35.2612
"2319 _ e","15",50,5.16469260974037,42.7431872609418,1878,159.569,3.493,0.13,23.16,22.83,34.1406,34.2454
"2318 _ e","15",48,3.59494580305819,32.3430278227605,5384,313.552,12.456,0.749,24.156,23.784,33.9544,34.1442
"2269 _ e","15",46,5.40264964215498,37.3392630301984,3226,184.474,20.492,0,21.91,21.688,34.2444,34.3398
"2219 _ e","15",48,8.40983965031009,37.4900933361403,2732,115.746,9.46,0,24.542,24.026,33.3346,33.9648
"2021 _ e","15",49,3.87345293966217,33.7715009159506,4054,220.482,2.021,1.29,23.982,23.356,32.6434,33.3942
"1246 _ e","15",47,3.32335777610763,28.4314055598568,10392,459.333,0.264,5.091,20.89,20.406,30.4032,33.0784
"1294 _ e","15",41,3.73736705660757,26.111251352298,5750,315.815,0.01,0.285,22.712,21.7,35.5666,36.0738
"1340 _ e","15",58,5.47968369726187,40.4943715758684,7268,500.596,15.658,2.596,21.198,20.604,35.006,35.3866
"1730 _ e","15",43,7.1689845693686,34.7361546651845,2493,118.64,0.457,0.43,22.544,22.386,33.9986,34.817
"1778 _ e","15",39,7.20244643244554,34.8980092210086,1503,89.059,0.451,0.343,24.764,24.602,34.8374,34.9794
"1777 _ e","15",46,6.32299423842709,36.7428082048513,6241,358.02,13.958,0.8,25.99,25.27,33.4416,33.7482
"1680 _ e","15",53,4.2325341003573,39.9577950735187,2944,265.37,0.498,0.718,22.282,22.022,34.1492,34.6556
"1630 _ e","15",50,2.28408446730702,28.2094457502546,5738,139.094,0.168,0.423,21.762,21.256,34.9954,35.2246
"1582 _ e","15",56,6.56563478032117,43.1206615535,2606,409.691,0.137,1.497,22.098,21.428,34.8922,35.5902
"1532 _ e","15",49,5.57235831779602,32.6827652297464,6140,476.152,0.346,0.549,21.262,21.004,34.3972,34.852
"1536 _ e","15",NA,5.34967758332728,38.9696012033966,3839,402.982,5.227,2.436,22.985,22.43,35.24675,35.5935
"1534 _ e","15",51,3.69347346738739,29.6807096424953,10513,1965.785,0.731,0.589,19.35,19.414,34.7576,34.6412
"1486 _ e","15",63,3.58105186187364,25.3043183472315,20502,1393.124,9.225,1.714,24.024,23.434,35.457,35.769
"1586 _ e","15",46,4.82524155844962,30.8239551056255,4320,285.811,2.102,1.449,22.148,22.092,35.132,34.9778
"1924 _ e","15",41,2.70077733873045,26.6978962352029,6263,276.03,4.277,0.839,26.424,26.09,34.3972,34.6188
"1586 _ f","15",47,3.663547121229,39.6265163305337,1885,399.798,3.277,2.239,25.552,25.462,35.144,35.2018
"1536 _ f","15",45,6.01956588653064,32.8754225337461,6109,783.316,0.994,2.34,21.242,20.616,33.8122,34.5144
"1246 _ f","15",45,6.3177696033925,29.7602229139086,10436,666.895,2.539,1.996,22.534,22.124,32.3482,34.2104
"1294 _ f","15",40,3.939098447435,27.9949724789007,21466,2646.043,16.222,1.319,20.842,21.602,34.517,35.187
"1340 _ f","15",42,4.64769925362534,33.6938516204044,9735,3257.188,9.564,4.686,21.756,21.394,35.2626,35.2988
"1486 _ f","15",50,4.72267464928229,38.0105894742404,11687,901.852,41.931,9.851,24.024,23.27,34.915,35.5264
"1534 _ f","15",NA,4.77341368617924,34.0900943173767,10758,513.311,20.525,0.448,21.9375,20.82,34.20225,35.0825
"1582 _ f","15",37,3.85670045479947,29.340086305225,2914,280.684,0,0,26.334,24.446,35.1498,35.3416
"1680 _ f","15",49,4.4955949052793,41.3003148631923,1956,354.696,0.385,0.226,20.496,20.196,35.0762,35.0706
"1730 _ f","15",43,2.99447923246857,32.2627470771609,4471,322.141,4.36,2.37,23.764,23.062,32.9876,34.3662
"1923 _ f","15",40,6.30834177972496,29.8608168873792,4955,195.493,56.859,3.732,22.496,22.448,33.4384,33.7454
"1973 _ f","15",47,2.89414370751272,36.7352220807812,2338,126.815,0.265,0.76,25.62,25.072,33.6714,34.374
"1972 _ f","15",46,2.55078993462556,24.2848079763759,15621,1664.358,0,0.859,22.07,21.714,32.3486,32.7318
"2022 _ f","15",46,4.17226440093377,34.9972667366759,3619,188.447,0.07,0.37,24.112,23.41,32.0226,33.5052
"2021 _ f","15",53,7.3148047068569,35.8799173765931,4448,289.643,1.979,0.878,24.416,23.712,33.712,34.3738
"2519 _ f","15",52,5.46035283759428,35.0179842181675,6985,351.746,62.529,0.343,23.572,22.734,33.6018,34.224
"2569 _ f","15",45,9.82494893569139,31.5700302940708,12383,685.198,48.521,6.27,24.008,23.638,35.2024,35.8722
"2620 _ f","15",49,9.37467652795839,31.9717509278962,5883,401.131,3.562,0,25.494,24.972,34.467,34.8926
"2670 _ f","15",47,7.94497673326068,36.34004614915,5375,653.01,4.911,2.068,24.216,23.722,35.3714,35.382
"2771 _ f","15",49,10.6301631714199,34.5322063624936,8236,547.316,3.692,7.414,23.102,22.444,36.2342,36.2122
"2721 _ f","15",51,13.4972680608193,40.9194980665451,5190,337.521,74.047,0.78,24.802,23.766,34.6078,35.3808
"2419 _ f","15",52,7.50846132465583,41.2892481323396,3986,183.731,31.156,0,23.17,22.96,34.2218,34.681
"2319 _ f","15",57,5.55888870339521,44.2186322997402,3043,164.529,0.494,0.064,26.1,25.536,34.8274,35.2486
"2318 _ f","15",51,4.87348212453704,35.5542490656516,7877,207.261,19.362,0,22.36,22.174,34.5378,34.6668
"2269 _ f","15",39,8.65017066612573,31.9417007014631,4089,131.259,26.778,0,26.288,25.61,35.5472,35.8442
"1875 _ f","15",45,11.0354238354526,36.1897985991912,5331,127.081,43.553,3.247,20.174,20.024,32.8174,32.9486
"1777 _ f","15",48,6.52307040915381,37.071410990011,6650,298.52,4.012,0.43,23.878,23.54,34.1928,34.5058
"1778 _ f","15",44,7.46621241106175,35.6948078819458,4136,297.49,2.169,3.15,23.086,22.744,33.4626,33.5238
"1826 _ f","15",50,4.1961600126542,33.5770217571005,7443,523.225,2.931,1.116,21.524,20.98,33.465,33.8076
"2219 _ f","15",47,4.7283012765118,37.2857471972136,4614,163.714,9.119,0,24.946,24.506,31.6472,32.9682
"2169 _ f","15",NA,8.64229037928488,39.7060642035959,2592,203.088,10.248,0.3,23.3725,22.5325,32.1605,33.048
"2170 _ f","15",48,5.85274999336711,36.3330592041646,4744,310.099,30.145,0.871,24.556,24.426,31.439,33.4512
"2120 _ f","15",34,7.46409404159297,33.0804720598801,990,55.867,0,1.25,22.236,22.368,32.0254,32.262
"1532 _ f","15",49,3.66009709509096,30.8171167432567,9489,319.247,4.806,0.821,20.64,20.148,34.3152,34.501
"1630 _ f","15",48,6.82868195842256,34.9453176496893,5216,398.103,0.103,0.915,25.516,24.972,34.6898,34.8818
"1924 _ f","15",41,10.4605452952095,36.4866636549804,1961,153.166,0.593,1.478,21.57,21.256,32.7832,33.0924
"1826 _ g","15",47,11.0689416215423,33.9325197969035,4726,263.505,28.081,0.938,27.354,26.892,33.6192,34.4406
"1875 _ g","15",NA,8.72134198434506,37.8344140878078,2749,229.515,16.253,0.045,24.454,23.88,34.036,34.38525
"2269 _ g","15",33,2.33773018164994,19.1972077168797,13914,377.787,22.581,0.095,24.254,23.924,34.6524,34.9174
"2319 _ g","15",42,1.29981111834833,19.0803641818868,13191,225.454,3.484,0.117,24.81,24.474,35.3884,35.485
"2318 _ g","15",37,1.9015164503178,18.2189792664614,21721,352.716,30.527,1.394,26.246,25.728,35.1288,35.2524
"2419 _ g","15",36,1.83974142086662,18.1193979845239,54148,1008.552,34.049,0.753,25.86,25.436,35.2652,35.657
"2519 _ g","15",40,1.51397186811256,19.8897114322258,36835,539.54,25.957,0,25.476,25.252,35.6656,35.7314
"2771 _ g","15",42,3.9184964635496,24.3951714944976,20737,1451.823,18.916,0,26.058,25.756,35.8988,35.898
"2721 _ g","15",45,1.64522830285672,24.7933401956929,15202,374.155,9.228,2.267,25.634,24.14,35.853,35.9012
"2670 _ g","15",46,1.14033737473138,12.8644826051596,129207,1747.911,4.61,0,25.574,24.608,35.9252,36.0444
"2620 _ g","15",42,1.15189687030454,12.5077997894997,139877,1829.663,3.167,0.281,23.852,23.002,36.2474,36.2804
"2569 _ g","15",46,2.71509707684628,24.3330750492963,26971,318.219,31.347,3.875,24.348,23.52,35.2624,35.341
"2219 _ g","15",42,1.95836056138824,19.0598598398745,27175,391.859,25.201,0,24.616,24.46,34.823,34.9844
"2169 _ g","15",43,2.86129314650671,27.2887054049249,11215,267.31,5.001,0.053,24.03,23.658,31.1088,34.441
"2170 _ g","15",36,5.79448063494454,26.1643640191548,3722,132.873,14.935,0.113,22.728,22.168,32.5638,33.6268
"2120 _ g","15",35,1.69742351207023,24.4256753621834,5692,387.587,1.141,0.159,22.588,21.636,32.3524,33.4874
"2021 _ g","15",41,5.43131826003987,25.8537530704128,8674,296.804,17.863,0.253,25.6,25.46,34.1082,34.7954
"2022 _ g","15",38,2.6100398750715,27.7376568442501,3747,185.236,0.021,1.446,26.798,26.592,33.7774,34.225
"1972 _ g","15",41,2.56522580902166,31.0391119336674,4292,333.355,0.639,2.123,24.964,24.904,34.175,34.6686
"1586 _ g","15",44,5.81298799156421,37.9529020408806,1639,322.131,1.947,2.167,23.7,23.102,35.3214,35.638
"1536 _ g","15",56,5.15964658848501,37.5951082540086,3817,735.012,5.067,1.838,21.824,20.616,34.8812,35.2774
"1486 _ g","15",49,6.96419326211504,31.702176413695,11956,759.467,17.41,17.988,22.78,22.35,35.3022,35.6818
"1246 _ g","15",48,4.51879121126839,32.819543775472,8566,673.237,0.132,4.148,21.424,20.482,33.8778,35.0092
"1294 _ g","15",51,6.8214411405312,34.6291171085777,11268,989.077,0.783,4.355,24.814,24.464,34.8924,35.2984
"1340 _ g","15",48,3.16589070891203,32.4618567150135,15771,827.865,27.168,1.477,22.084,21.48,35.4988,35.72
"1534 _ g","15",44,5.25215944437989,33.611123938097,5585,941.022,12.145,0.821,22.91,21.158,34.0808,35.2102
"1532 _ g","15",47,5.894352781986,34.1248745084073,4881,354.197,4.492,0.58,19.982,19.342,34.9012,35.1132
"1582 _ g","15",41,3.76461377295807,27.2532057887431,9819,599.239,1.342,0.536,19.236,18.644,34.707,34.8808
"1923 _ g","15",45,8.65354903915673,33.3294565283186,7456,364.657,2.814,1.309,24.682,24.492,34.5944,34.731
"1973 _ g","15",39,2.0214998587941,28.8356232107357,2533,114.85,0.125,1.443,22.958,22.788,35.0916,35.1742
"1680 _ g","15",42,9.2543570375829,38.5158262040828,1418,199.269,0,1.042,23.348,23.124,35.6052,35.7744
"1730 _ g","15",41,2.30921979052188,29.5636856027698,4245,297.99,2.293,0.68,25.724,25.572,34.9256,35.1956
"1778 _ g","15",44,5.60092613853147,31.8533961084134,5095,379.626,60.272,0.186,22.72,22.194,35.2248,35.3196
"1777 _ g","15",46,7.4211106135599,31.7039936992449,4741,395.044,97.17,0.413,22.036,21.594,35.1428,35.3112
"1630 _ g","15",34,2.46181729553218,23.4818685874823,3447,239.025,0.204,0,20.878,20.798,34.8778,34.9364
"1924 _ g","15",34,1.42832074982841,18.3999758084429,7928,140.91,0.305,1.067,22.836,22.484,34.7552,34.9328
"1777 _ h","15",46,3.90298842359397,32.4263660484114,7295,455.438,27.67,1.969,24.196,23.972,34.9562,35.091
"1778 _ h","15",45,10.1918666170961,38.9698855049882,1689,137.378,38.625,1.998,19.57,19.342,34.0212,34.3066
"1730 _ h","15",48,7.13684940211427,35.0459871552848,4189,214.688,26.206,0.681,19.756,19.616,34.7454,35.0324
"1340 _ h","15",46,3.11030952454624,29.2183892515074,18362,934.649,4.599,1.24,20.91,20.266,35.4954,35.5702
"1630 _ h","15",47,8.14155967196769,32.476279838584,4689,236.948,0.329,0,21.452,20.994,34.8332,34.8862
"1680 _ h","15",53,6.96498428571794,37.22872925956,5719,427.131,3.647,2.373,23.714,23.108,34.7286,34.8944
"1826 _ h","15",52,3.2610528649461,34.8528190959759,10139,712.916,15.649,2.886,25.43,25.084,34.6906,34.9614
"1875 _ h","15",54,7.26715909271115,36.3043526203795,10400,1293.086,72.528,1.264,20.424,20.298,33.8048,34.0592
